company_id,name,town,postcode,sectors,entry_routes,role_families,size_band,priority_employer,hiring_signal,website,summary,profile_text,employer_key,source,n_vacancies_raw,n_live_vacancies,sector_list,entry_route_list,role_family_list,n_sectors,n_entry_routes,n_opportunities
VAC44EBD2D6,HEATHVILLE RESIDENTIAL CARE LIMITED,Gloucester,GL1,health_care,apprenticeship|school_leaver,care|admin,sme,0,low,,Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Adult Care Level 2 Apprenticeship - Heathville Residential Care. Standards/frameworks: Adult care worker.,HEATHVILLE RESIDENTIAL CARE LIMITED Gloucester Gloucestershire health_care apprenticeship school_leaver care admin Adult Care Level 2 Apprenticeship - Heathville Residential Care Adult care worker apprenticeship school leaver,heathville residential care,vacancies,1.0,0.0,['health_care'],"['apprenticeship', 'school_leaver']","['care', 'admin']",1,2,1
VAC65A05729,THE HADWEN MEDICAL PRACTICE,Gloucester,GL4,business_professional|hospitality_retail,apprenticeship|school_leaver,admin|finance|sales|project_coord|customer_success,sme,0,low,,Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Customer Service Apprentice. Standards/frameworks: Customer service practitioner.,THE HADWEN MEDICAL PRACTICE Gloucester Gloucestershire business_professional hospitality_retail apprenticeship school_leaver admin finance sales project_coord customer_success Customer Service Apprentice Customer service practitioner apprenticeship school leaver,hadwen medical practice,vacancies,1.0,0.0,"['business_professional', 'hospitality_retail']","['apprenticeship', 'school_leaver']","['admin', 'finance', 'sales', 'project_coord', 'customer_success']",2,2,1
VACEB2974F4,GRUNDON WASTE MANAGEMENT LIMITED,Gloucestershire,GL52,business_professional,apprenticeship|higher_apprenticeship,admin|finance|sales|project_coord|software,sme,0,low,,Gloucestershire employer (Gloucestershire) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Apprentice Sales Executive. Standards/frameworks: Sales executive.,GRUNDON WASTE MANAGEMENT LIMITED Gloucestershire Gloucestershire business_professional apprenticeship higher_apprenticeship admin finance sales project_coord software Apprentice Sales Executive Sales executive apprenticeship school leaver,grundon waste management,vacancies,1.0,0.0,['business_professional'],"['apprenticeship', 'higher_apprenticeship']","['admin', 'finance', 'sales', 'project_coord', 'software']",1,2,1
VAC787DC0B4,Hadwen Health,Gloucester,GL4,business_professional|hospitality_retail,apprenticeship|school_leaver,admin|finance|sales|project_coord|customer_success,medium,0,low,,"Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Customer Service Apprentice; Customer Service Apprentice; Customer Service Apprentice. Standards/frameworks: Customer service practitioner, Customer service practitioner, Customer service practitioner.",Hadwen Health Gloucester Gloucestershire business_professional hospitality_retail apprenticeship school_leaver admin finance sales project_coord customer_success Customer Service Apprentice Customer Service Apprentice Customer Service Apprentice Customer service practitioner Customer service practitioner Customer service practitioner apprenticeship school leaver,hadwen health,vacancies,3.0,0.0,"['business_professional', 'hospitality_retail']","['apprenticeship', 'school_leaver']","['admin', 'finance', 'sales', 'project_coord', 'customer_success']",2,2,3
VAC925A82F6,JABBERWOCKY DAY NURSERY LTD,Cheltenham,GL52,education_training|health_care,apprenticeship,teaching_support|admin|care,sme,0,low,,Gloucestershire employer (Cheltenham) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Early Years Educator Apprentice. Standards/frameworks: Early years educator.,JABBERWOCKY DAY NURSERY LTD Cheltenham Gloucestershire education_training health_care apprenticeship teaching_support admin care Early Years Educator Apprentice Early years educator apprenticeship school leaver,jabberwocky day nursery,vacancies,1.0,0.0,"['education_training', 'health_care']",['apprenticeship'],"['teaching_support', 'admin', 'care']",2,1,1
VAC84BC7EAA,VODAFONE LIMITED,Gloucester,GL1,cyber_digital|business_professional,apprenticeship|higher_apprenticeship,software|cyber|data|analyst|engineer_ops,medium,0,low,,"Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: UK 2025 MES Network Engineer Apprenticeship; Field Engineer Apprenticeship (Gloucester); MES Network Engineer Apprenticeship (Gloucester). Standards/frameworks: Digital and technology solutions professional (integrated degree), Information communications technician, Digital and technology solutions professional (integrated degree).",VODAFONE LIMITED Gloucester Gloucestershire cyber_digital business_professional apprenticeship higher_apprenticeship software cyber data analyst engineer_ops admin finance sales project_coord UK 2025 MES Network Engineer Apprenticeship Field Engineer Apprenticeship (Gloucester) MES Network Engineer Apprenticeship (Gloucester) Digital and technology solutions professional (integrated degree) Information communications technician Digital and technology solutions professional (integrated degree) apprenticeship school leaver,vodafone,vacancies,3.0,0.0,"['cyber_digital', 'business_professional']","['apprenticeship', 'higher_apprenticeship']","['software', 'cyber', 'data', 'analyst', 'engineer_ops']",2,2,3
VACC2EBB0AF,YV Equine,Badminton,GL9,agri_tech_food,apprenticeship|school_leaver,field_ops|ops|technician,sme,0,low,,"Gloucestershire employer (Badminton) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Intermediate Equine Groom Apprenticeship; Intermediate Equine Groom Apprenticeship. Standards/frameworks: Equine groom, Equine groom.",YV Equine Badminton Gloucestershire agri_tech_food apprenticeship school_leaver field_ops ops technician Intermediate Equine Groom Apprenticeship Intermediate Equine Groom Apprenticeship Equine groom Equine groom apprenticeship school leaver,yv equine,vacancies,2.0,0.0,['agri_tech_food'],"['apprenticeship', 'school_leaver']","['field_ops', 'ops', 'technician']",1,2,2
VAC564EAD98,White Horse Energy Limited,Cirencester,GL7,business_professional,apprenticeship,admin|finance|sales|project_coord|software,sme,0,low,,Gloucestershire employer (Cirencester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Business Administration Apprentice. Standards/frameworks: Business administrator.,White Horse Energy Limited Cirencester Gloucestershire business_professional apprenticeship admin finance sales project_coord software Business Administration Apprentice Business administrator apprenticeship school leaver,white horse energy,vacancies,1.0,0.0,['business_professional'],['apprenticeship'],"['admin', 'finance', 'sales', 'project_coord', 'software']",1,1,1
VAC33D0FD74,Pike and Musket - Gloucester,Gloucestershire,GL4,hospitality_tourism,apprenticeship|school_leaver,customer_success|ops|events,sme,0,medium,,"Gloucestershire employer (Gloucestershire) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Chef Apprenticeship; Chef Apprenticeship. Standards/frameworks: Production chef, Production chef.",Pike and Musket - Gloucester Gloucestershire Gloucestershire hospitality_tourism apprenticeship school_leaver customer_success ops events Chef Apprenticeship Chef Apprenticeship Production chef Production chef apprenticeship school leaver,pike and musket gloucester,vacancies,2.0,0.0,['hospitality_tourism'],"['apprenticeship', 'school_leaver']","['customer_success', 'ops', 'events']",1,2,2
VAC8DAB322D,JHOOTS PHARMACY LIMITED,Cheltenham,GL50,health_care,apprenticeship|school_leaver,care|admin|software|cyber,medium,0,low,,"Gloucestershire employer (Cheltenham) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Apprentice Pharmacy Assistant; Apprenticeship Pharmacy Assistant; Apprentice Pharmacy assistant. Standards/frameworks: Pharmacy services assistant, Pharmacy services assistant, Pharmacy services assistant.",JHOOTS PHARMACY LIMITED Cheltenham Gloucestershire health_care apprenticeship school_leaver care admin software cyber Apprentice Pharmacy Assistant Apprenticeship Pharmacy Assistant Apprentice Pharmacy assistant Apprenticeship Pharmacy Assistant Pharmacy services assistant Pharmacy services assistant Pharmacy services assistant apprenticeship school leaver,jhoots pharmacy,vacancies,4.0,0.0,['health_care'],"['apprenticeship', 'school_leaver']","['care', 'admin', 'software', 'cyber']",1,2,3
VACA6374B35,James Roberts Hair Studio,Gloucestershire,GL52,hospitality_retail,apprenticeship|school_leaver,customer_success|sales|ops|care,sme,0,low,,"Gloucestershire employer (Gloucestershire) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Hairdressing Apprentice; Hairdressing Apprentice. Standards/frameworks: Hair professional, Hair professional.",James Roberts Hair Studio Gloucestershire Gloucestershire hospitality_retail apprenticeship school_leaver customer_success sales ops care Hairdressing Apprentice Hairdressing Apprentice Hair professional Hair professional apprenticeship school leaver,james roberts hair studio,vacancies,2.0,0.0,['hospitality_retail'],"['apprenticeship', 'school_leaver']","['customer_success', 'sales', 'ops', 'care']",1,2,2
VAC40C8CF86,PATA (UK) LTD,"Windfall Way, Gloucester",GL2,education_training|health_care,apprenticeship,teaching_support|admin|care,sme,0,low,,"Gloucestershire employer (Windfall Way, Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Apprentice Early Years Educator. Standards/frameworks: Early years educator.","PATA (UK) LTD Windfall Way, Gloucester Gloucestershire education_training health_care apprenticeship teaching_support admin care Apprentice Early Years Educator Early years educator apprenticeship school leaver",pata,vacancies,1.0,0.0,"['education_training', 'health_care']",['apprenticeship'],"['teaching_support', 'admin', 'care']",2,1,1
VAC2E405353,All Bar One Cheltenham - Cheltenham,Gloucestershire,GL50,hospitality_tourism,apprenticeship|school_leaver,customer_success|ops|events,sme,0,low,,"Gloucestershire employer (Gloucestershire) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Bar and Waiting Apprenticeship; Chef Apprenticeship. Standards/frameworks: Hospitality team member, Production chef.",All Bar One Cheltenham - Cheltenham Gloucestershire Gloucestershire hospitality_tourism apprenticeship school_leaver customer_success ops events Bar and Waiting Apprenticeship Chef Apprenticeship Hospitality team member Production chef apprenticeship school leaver,all bar one cheltenham cheltenham,vacancies,2.0,0.0,['hospitality_tourism'],"['apprenticeship', 'school_leaver']","['customer_success', 'ops', 'events']",1,2,2
VACCD16C9E2,Babcock International,Tewkesbury,GL20,business_professional,apprenticeship,admin|finance|sales|project_coord|software,medium,0,medium,,"Gloucestershire employer (Tewkesbury) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Heavy Vehicle Service and Maintenance Technician Apprenticeship (Vehicle Mechanics); Aircraft Maintenance Technician Apprenticeship; Heavy Vehicle Service and Maintenance Technician Apprenticeship (Vehicle Mechanics). Standards/frameworks: Heavy vehicle service and maintenance technician, Heavy vehicle service and maintenance technician, Heavy vehicle service and maintenance techn",Babcock International Tewkesbury Gloucestershire business_professional apprenticeship admin finance sales project_coord software cyber data analyst engineer_ops Heavy Vehicle Service and Maintenance Technician Apprenticeship (Vehicle Mechanics) Aircraft Maintenance Technician Apprenticeship Heavy Vehicle Service and Maintenance Technician Apprenticeship (Vehicle Mechanics) Heavy Vehicle Mechanic Apprenticeship Heavy vehicle service and maintenance technician Heavy vehicle service and maintenance technician Heavy vehicle service and maintenance technician apprenticeship school leaver,babcock international,vacancies,6.0,0.0,['business_professional'],['apprenticeship'],"['admin', 'finance', 'sales', 'project_coord', 'software']",1,1,3
VAC1AE31E8B,O'CONNOR PHARMACIES LIMITED,Gloucestershire,GL3,health_care,apprenticeship|school_leaver,care|admin,medium,0,low,,"Gloucestershire employer (Gloucestershire) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Pharmacy Assistant Apprenticeship; Pharmacy Assistant Apprenticeship; Pharmacy Assistant Apprenticeship. Standards/frameworks: Pharmacy services assistant, Pharmacy services assistant, Pharmacy services assistant.",O'CONNOR PHARMACIES LIMITED Gloucestershire Gloucestershire health_care apprenticeship school_leaver care admin Pharmacy Assistant Apprenticeship Pharmacy Assistant Apprenticeship Pharmacy Assistant Apprenticeship Pharmacy Assistant Apprenticeship Pharmacy services assistant Pharmacy services assistant Pharmacy services assistant apprenticeship school leaver,o connor pharmacies,vacancies,5.0,0.0,['health_care'],"['apprenticeship', 'school_leaver']","['care', 'admin']",1,2,3
VAC29284D40,TLAM LIMITED,Tewkesbury,GL20,business_professional,apprenticeship|school_leaver,admin|finance|sales|project_coord,sme,0,low,,"Gloucestershire employer (Tewkesbury) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Apprentice Legal Cashier Level 3 Trainee; Apprentice Legal Cashier Assistant. Standards/frameworks: Assistant accountant, Accounts or finance assistant.",TLAM LIMITED Tewkesbury Gloucestershire business_professional apprenticeship school_leaver admin finance sales project_coord Apprentice Legal Cashier Level 3 Trainee Apprentice Legal Cashier Assistant Assistant accountant Accounts or finance assistant apprenticeship school leaver,tlam,vacancies,2.0,0.0,['business_professional'],"['apprenticeship', 'school_leaver']","['admin', 'finance', 'sales', 'project_coord']",1,2,2
VAC1D44249F,FLEXY CARE LIMITED,Dursley,GL11,business_professional,apprenticeship,admin|finance|sales|project_coord|software,medium,0,low,,"Gloucestershire employer (Dursley) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Business Administration Apprentice; Business Administration Apprentice; Business Administration Apprentice. Standards/frameworks: Business administrator, Business administrator, Business administrator.",FLEXY CARE LIMITED Dursley Gloucestershire business_professional apprenticeship admin finance sales project_coord software Business Administration Apprentice Business Administration Apprentice Business Administration Apprentice Business Administration Apprentice Business administrator Business administrator Business administrator apprenticeship school leaver,flexy care,vacancies,7.0,0.0,['business_professional'],['apprenticeship'],"['admin', 'finance', 'sales', 'project_coord', 'software']",1,1,3
VAC0DC2D441,Valender Eventing,Chipping Campden,GL55,agri_tech_food,apprenticeship|school_leaver,field_ops|ops|technician,sme,0,low,,Gloucestershire employer (Chipping Campden) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Level 2 Equine Groom Apprenticeship. Standards/frameworks: Equine groom.,Valender Eventing Chipping Campden Gloucestershire agri_tech_food apprenticeship school_leaver field_ops ops technician Level 2 Equine Groom Apprenticeship Equine groom apprenticeship school leaver,valender eventing,vacancies,1.0,0.0,['agri_tech_food'],"['apprenticeship', 'school_leaver']","['field_ops', 'ops', 'technician']",1,2,1
VAC0872FDA9,PHARMACY COMPLETE LTD,Gloucestershire,GL1,health_care,apprenticeship|school_leaver,care|admin,sme,0,low,,Gloucestershire employer (Gloucestershire) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Pharmacy Assistant Apprenticeship. Standards/frameworks: Pharmacy services assistant.,PHARMACY COMPLETE LTD Gloucestershire Gloucestershire health_care apprenticeship school_leaver care admin Pharmacy Assistant Apprenticeship Pharmacy services assistant apprenticeship school leaver,pharmacy complete,vacancies,1.0,0.0,['health_care'],"['apprenticeship', 'school_leaver']","['care', 'admin']",1,2,1
VACDEADD3ED,Seren Equestrian Ltd,Cheltenham,GL54,agri_tech_food,apprenticeship|school_leaver,field_ops|ops|technician,sme,0,low,,"Gloucestershire employer (Cheltenham) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Equine Groom Apprenticeship - Showjumping; Equine Groom Apprenticeship - Showjumping. Standards/frameworks: Equine groom, Equine groom.",Seren Equestrian Ltd Cheltenham Gloucestershire agri_tech_food apprenticeship school_leaver field_ops ops technician Equine Groom Apprenticeship - Showjumping Equine Groom Apprenticeship - Showjumping Equine groom Equine groom apprenticeship school leaver,seren equestrian,vacancies,2.0,0.0,['agri_tech_food'],"['apprenticeship', 'school_leaver']","['field_ops', 'ops', 'technician']",1,2,2
VACDC1D9791,Rendcomb College,Cirencester,GL7,business_professional|education_training,apprenticeship|school_leaver,admin|finance|sales|project_coord|teaching_support,sme,0,low,,"Gloucestershire employer (Cirencester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: ICT Apprentice; Property Maintenance Apprentice. Standards/frameworks: Information communications technician, Property maintenance operative.",Rendcomb College Cirencester Gloucestershire business_professional education_training apprenticeship school_leaver admin finance sales project_coord teaching_support care software cyber ICT Apprentice Property Maintenance Apprentice Information communications technician Property maintenance operative apprenticeship school leaver,rendcomb college,vacancies,2.0,0.0,"['business_professional', 'education_training']","['apprenticeship', 'school_leaver']","['admin', 'finance', 'sales', 'project_coord', 'teaching_support']",2,2,2
VACDC6178CB,MCCARTHY MARLAND (BRISTOL) L TD,Tetbury,GL8,cyber_digital,apprenticeship,software|cyber|data|analyst,medium,0,low,,"Gloucestershire employer (Tetbury) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Data Technician Apprentice; Data Technician Apprentice; Transport Planner Apprentice - Data Technician Qualification. Standards/frameworks: Data technician, Data technician, Data technician.",MCCARTHY MARLAND (BRISTOL) L TD Tetbury Gloucestershire cyber_digital apprenticeship software cyber data analyst Data Technician Apprentice Data Technician Apprentice Transport Planner Apprentice - Data Technician Qualification Data technician Data technician Data technician apprenticeship school leaver,mccarthy marland bristol l td,vacancies,3.0,0.0,['cyber_digital'],['apprenticeship'],"['software', 'cyber', 'data', 'analyst']",1,1,3
VAC637D0DBD,STROUD FOOT CLINIC LIMITED,Stroud,GL5,business_professional,apprenticeship,admin|finance|sales|project_coord|software,sme,0,low,,Gloucestershire employer (Stroud) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Business Administration Apprentice. Standards/frameworks: Business administrator.,STROUD FOOT CLINIC LIMITED Stroud Gloucestershire business_professional apprenticeship admin finance sales project_coord software Business Administration Apprentice Business administrator apprenticeship school leaver,stroud foot clinic,vacancies,1.0,0.0,['business_professional'],['apprenticeship'],"['admin', 'finance', 'sales', 'project_coord', 'software']",1,1,1
VAC98BA3B04,National Grid Electricity Distribution,Gloucester,GL4,business_professional|aerospace_manufacturing,apprenticeship|higher_apprenticeship,admin|finance|sales|project_coord|care,large,0,medium,,"Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Overhead Lines Advanced Apprentice - Gloucester; Jointer Advanced Apprentice - Gloucester; Electricity Network Planning & Design Higher Apprentice - Gloucester. Standards/frameworks: Electrical power networks engineer, Motor vehicle service and maintenance technician (light vehicle), Power network craftsperson.",National Grid Electricity Distribution Gloucester Gloucestershire business_professional aerospace_manufacturing apprenticeship higher_apprenticeship admin finance sales project_coord care engineer_ops manufacturing technician quality customer_success ops field_ops Overhead Lines Advanced Apprentice - Gloucester Jointer Advanced Apprentice - Gloucester Electricity Network Planning & Design Higher Apprentice - Gloucester Vehicle Mechanic Advanced Apprentice - Gloucester Electrical power networks engineer Motor vehicle service and maintenance technician (light vehicle) Power network craftsperson apprenticeship school leaver,national grid electricity distribution,vacancies,8.0,0.0,"['business_professional', 'aerospace_manufacturing']","['apprenticeship', 'higher_apprenticeship']","['admin', 'finance', 'sales', 'project_coord', 'care']",2,2,3
VACDBD3F8A0,RJR CHEM LTD,Abbeydale,GL4,health_care,apprenticeship|school_leaver,care|admin|finance|sales|project_coord,large,0,medium,,"Gloucestershire employer (Abbeydale) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Pharmacy Assistant Apprenticeship; Pharmacy Assistant Apprenticeship; Pharmacy Technician Apprenticeship. Standards/frameworks: Pharmacy services assistant, Pharmacy services assistant, Pharmacy technician (integrated).",RJR CHEM LTD Abbeydale Gloucestershire health_care apprenticeship school_leaver care admin finance sales project_coord software Pharmacy Assistant Apprenticeship Pharmacy Assistant Apprenticeship Pharmacy Technician Apprenticeship Pharmacy Assistant Apprenticeship Pharmacy services assistant Pharmacy services assistant Pharmacy technician (integrated) apprenticeship school leaver,rjr chem,vacancies,15.0,0.0,['health_care'],"['apprenticeship', 'school_leaver']","['care', 'admin', 'finance', 'sales', 'project_coord']",1,2,3
VACC910EE38,SHARPNESS DOCK LIMITED,Berkeley,GL13,business_professional,apprenticeship,admin|finance|sales|project_coord|software,large,0,low,,"Gloucestershire employer (Berkeley) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: information communications Technician Apprentice; information communications Technician Apprentice; information communications Technician Apprentice. Standards/frameworks: Information communications technician, Information communications technician, Information communications technician.",SHARPNESS DOCK LIMITED Berkeley Gloucestershire business_professional apprenticeship admin finance sales project_coord software information communications Technician Apprentice information communications Technician Apprentice information communications Technician Apprentice information communications Technician Apprentice Information communications technician Information communications technician Information communications technician apprenticeship school leaver,sharpness dock,vacancies,9.0,0.0,['business_professional'],['apprenticeship'],"['admin', 'finance', 'sales', 'project_coord', 'software']",1,1,3
VACC8A30E1E,NORTHROP GRUMMAN UK LIMITED,"Gloucestershire,",GL50,business_professional,apprenticeship,admin|finance|sales|project_coord|software,sme,0,low,,"Gloucestershire employer (Gloucestershire,) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: IT Support Technician Apprentice; IT Service Desk Apprentice. Standards/frameworks: Information communications technician, Information communications technician.","NORTHROP GRUMMAN UK LIMITED Gloucestershire, Gloucestershire business_professional apprenticeship admin finance sales project_coord software IT Support Technician Apprentice IT Service Desk Apprentice Information communications technician Information communications technician apprenticeship school leaver",northrop grumman,vacancies,2.0,0.0,['business_professional'],['apprenticeship'],"['admin', 'finance', 'sales', 'project_coord', 'software']",1,1,2
VAC63B08413,Gallagher Racing,Moreton In Marsh,GL56,agri_tech_food,apprenticeship|school_leaver,field_ops|ops|technician,sme,0,low,,"Gloucestershire employer (Moreton In Marsh) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Apprentice Equine Groom; Apprentice Equine Groom. Standards/frameworks: Equine groom, Equine groom.",Gallagher Racing Moreton In Marsh Gloucestershire agri_tech_food apprenticeship school_leaver field_ops ops technician Apprentice Equine Groom Apprentice Equine Groom Equine groom Equine groom apprenticeship school leaver,gallagher racing,vacancies,2.0,0.0,['agri_tech_food'],"['apprenticeship', 'school_leaver']","['field_ops', 'ops', 'technician']",1,2,2
VAC69A9BAC9,Reconfort Ltd,Wickwar,GL12,cyber_digital,apprenticeship,software|cyber|data|analyst,medium,0,low,,"Gloucestershire employer (Wickwar) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Apprentice Cyber Security Assistant; Apprentice Cyber Security Assistant; Apprentice Cyber Security Assistant. Standards/frameworks: Cyber security technician, Cyber security technician, Cyber security technician.",Reconfort Ltd Wickwar Gloucestershire cyber_digital apprenticeship software cyber data analyst Apprentice Cyber Security Assistant Apprentice Cyber Security Assistant Apprentice Cyber Security Assistant Cyber security technician Cyber security technician Cyber security technician apprenticeship school leaver,reconfort,vacancies,3.0,0.0,['cyber_digital'],['apprenticeship'],"['software', 'cyber', 'data', 'analyst']",1,1,3
VACF918B234,FORMADOME UK LIMITED,Action Turville,GL9,business_professional,apprenticeship,admin|finance|sales|project_coord|software,sme,0,low,,"Gloucestershire employer (Action Turville) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Business Administration Apprenticeship; Business Administration Apprenticeship. Standards/frameworks: Business administrator, Business administrator.",FORMADOME UK LIMITED Action Turville Gloucestershire business_professional apprenticeship admin finance sales project_coord software Business Administration Apprenticeship Business Administration Apprenticeship Business administrator Business administrator apprenticeship school leaver,formadome,vacancies,2.0,0.0,['business_professional'],['apprenticeship'],"['admin', 'finance', 'sales', 'project_coord', 'software']",1,1,2
VACABAC474C,QUINTECH COMPUTER SYSTEMS LTD,Tewkesbury,GL20,cyber_digital,apprenticeship|higher_apprenticeship,software|cyber|data|analyst|engineer_ops,sme,0,low,,Gloucestershire employer (Tewkesbury) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Network Engineer IT Apprentice. Standards/frameworks: Network engineer.,QUINTECH COMPUTER SYSTEMS LTD Tewkesbury Gloucestershire cyber_digital apprenticeship higher_apprenticeship software cyber data analyst engineer_ops Network Engineer IT Apprentice Network engineer apprenticeship school leaver,quintech computer systems,vacancies,1.0,0.0,['cyber_digital'],"['apprenticeship', 'higher_apprenticeship']","['software', 'cyber', 'data', 'analyst', 'engineer_ops']",1,2,1
VAC32BE17B2,Red Lion - Pulborough,Gloucestershire,GL4,hospitality_tourism,apprenticeship|school_leaver,customer_success|ops|events,sme,0,low,,Gloucestershire employer (Gloucestershire) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Chef Apprenticeship. Standards/frameworks: Production chef.,Red Lion - Pulborough Gloucestershire Gloucestershire hospitality_tourism apprenticeship school_leaver customer_success ops events Chef Apprenticeship Production chef apprenticeship school leaver,red lion pulborough,vacancies,1.0,0.0,['hospitality_tourism'],"['apprenticeship', 'school_leaver']","['customer_success', 'ops', 'events']",1,2,1
VAC67530825,WAYFARER EVENTING UK LTD,Cheltenham,GL54,agri_tech_food,apprenticeship|school_leaver,field_ops|ops|technician,sme,0,low,,Gloucestershire employer (Cheltenham) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Equine Groom Apprenticeship. Standards/frameworks: Equine groom.,WAYFARER EVENTING UK LTD Cheltenham Gloucestershire agri_tech_food apprenticeship school_leaver field_ops ops technician Equine Groom Apprenticeship Equine groom apprenticeship school leaver,wayfarer eventing,vacancies,1.0,0.0,['agri_tech_food'],"['apprenticeship', 'school_leaver']","['field_ops', 'ops', 'technician']",1,2,1
VACFC809149,The Talland School of Equitation,Cirencester,GL7,education_training,apprenticeship|school_leaver,teaching_support|admin|care,sme,0,low,,Gloucestershire employer (Cirencester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Equine groom apprenticeship. Standards/frameworks: Equine groom.,The Talland School of Equitation Cirencester Gloucestershire education_training apprenticeship school_leaver teaching_support admin care Equine groom apprenticeship Equine groom apprenticeship school leaver,talland school of equitation,vacancies,1.0,0.0,['education_training'],"['apprenticeship', 'school_leaver']","['teaching_support', 'admin', 'care']",1,2,1
VAC5C3E5FAD,R F GARDINER LIMITED,Gloucestershire,GL6,construction_green,apprenticeship|school_leaver,technician|field_ops|ops|engineer_ops|care,medium,0,low,,"Gloucestershire employer (Gloucestershire) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Property Maintenance Apprentice; Property Maintenance Apprentice; Property Maintenance Operative Apprentice. Standards/frameworks: Property maintenance operative, Property maintenance operative, Property maintenance operative.",R F GARDINER LIMITED Gloucestershire Gloucestershire construction_green apprenticeship school_leaver technician field_ops ops engineer_ops care software Property Maintenance Apprentice Property Maintenance Apprentice Property Maintenance Operative Apprentice Property Maintenance Operative Apprentice Property maintenance operative Property maintenance operative Property maintenance operative apprenticeship school leaver,r f gardiner,vacancies,4.0,0.0,['construction_green'],"['apprenticeship', 'school_leaver']","['technician', 'field_ops', 'ops', 'engineer_ops', 'care']",1,2,3
VACA1D7C2ED,ATKINS LIMITED,Gloucester,GL1,construction_green,apprenticeship|higher_apprenticeship,technician|field_ops|ops|engineer_ops|software,sme,0,low,,Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: CIVIL ENGINEER (DEGREE) APPRENTICE. Standards/frameworks: Civil engineer (degree).,ATKINS LIMITED Gloucester Gloucestershire construction_green apprenticeship higher_apprenticeship technician field_ops ops engineer_ops software CIVIL ENGINEER (DEGREE) APPRENTICE Civil engineer (degree) apprenticeship school leaver,atkins,vacancies,1.0,0.0,['construction_green'],"['apprenticeship', 'higher_apprenticeship']","['technician', 'field_ops', 'ops', 'engineer_ops', 'software']",1,2,1
VACE2385F47,BBC Public Service,Gloucester,GL1,business_professional|creative_events,apprenticeship|higher_apprenticeship,design|content|events|admin|finance,sme,0,low,,"Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Junior Journalist Apprenticeship - Level 5 - Gloucester; Production Apprenticeship - Level 3. Standards/frameworks: Journalist, Broadcast production assistant.",BBC Public Service Gloucester Gloucestershire business_professional creative_events apprenticeship higher_apprenticeship design content events admin finance sales project_coord software Junior Journalist Apprenticeship - Level 5 - Gloucester Production Apprenticeship - Level 3 Journalist Broadcast production assistant apprenticeship school leaver,bbc public service,vacancies,2.0,0.0,"['business_professional', 'creative_events']","['apprenticeship', 'higher_apprenticeship']","['design', 'content', 'events', 'admin', 'finance']",2,2,2
VAC743A68BA,RAVE COFFEE,Cirencester,GL7,creative_events,apprenticeship,design|content|events,sme,0,low,,Gloucestershire employer (Cirencester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Content Creator Apprentice. Standards/frameworks: Junior content producer.,RAVE COFFEE Cirencester Gloucestershire creative_events apprenticeship design content events Content Creator Apprentice Junior content producer apprenticeship school leaver,rave coffee,vacancies,1.0,0.0,['creative_events'],['apprenticeship'],"['design', 'content', 'events']",1,1,1
