leaver_id,interest_sectors,target_sectors,dominant_riasec,r,i,a,s,e,c,source,cohort,sample_weight,persona_seed
jc_0_820,aerospace_manufacturing|creative_events|health_care,aerospace_manufacturing|creative_events|health_care,Investigative|Artistic,0.173,0.1981,0.1887,0.1667,0.0943,0.1792,jobcannon,adult_online,0.85,Technical Specialist
jc_0_1209,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Artistic|Enterprising,0.1042,0.1771,0.2031,0.1901,0.1953,0.1302,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_374,business_professional|creative_events,business_professional|creative_events,Artistic|Social,0.0896,0.1434,0.2688,0.172,0.172,0.1541,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_865,health_care|hospitality_retail|hospitality_tourism,health_care|hospitality_retail|hospitality_tourism,Social|Enterprising,0.0619,0.0143,0.181,0.3238,0.2524,0.1667,jobcannon,adult_online,0.85,People & Care
jc_0_774,business_professional|creative_events|cyber_digital,business_professional|creative_events|cyber_digital,Conventional|Investigative,0.1713,0.239,0.1514,0.0398,0.0996,0.2988,jobcannon,adult_online,0.85,Technical Specialist
jc_0_1142,business_professional|construction_green|hospitality_retail,business_professional|construction_green|hospitality_retail,Realistic|Conventional,0.2692,0.141,0.0641,0.1282,0.1923,0.2051,jobcannon,adult_online,0.85,Hands-on Maker
jc_0_1353,education_training|health_care|hospitality_retail,education_training|health_care|hospitality_retail,Realistic|Enterprising,0.1823,0.1528,0.1609,0.1689,0.1823,0.1528,jobcannon,adult_online,0.85,Hands-on Maker
jc_0_346,aerospace_manufacturing|creative_events|cyber_digital,aerospace_manufacturing|creative_events|cyber_digital,Investigative|Artistic,0.1514,0.2465,0.2394,0.1338,0.1056,0.1232,jobcannon,adult_online,0.85,Technical Specialist
jc_0_617,health_care|hospitality_tourism|public_sector,health_care|hospitality_tourism|public_sector,Conventional|Artistic,0.0952,0.1463,0.1871,0.1871,0.1701,0.2143,jobcannon,adult_online,0.85,Technical Specialist
jc_0_1230,business_professional|creative_events|cyber_digital,business_professional|creative_events|cyber_digital,Investigative|Artistic,0.1227,0.2945,0.184,0.1227,0.092,0.184,jobcannon,adult_online,0.85,Technical Specialist
jc_0_948,business_professional|cyber_digital,business_professional|cyber_digital,Investigative|Enterprising,0.0935,0.2586,0.1558,0.1558,0.2118,0.1246,jobcannon,adult_online,0.85,Technical Specialist
jc_0_243,aerospace_manufacturing|business_professional|creative_events,aerospace_manufacturing|business_professional|creative_events,Conventional|Enterprising,0.1662,0.1662,0.0695,0.1722,0.2054,0.2205,jobcannon,adult_online,0.85,Technical Specialist
jc_0_915,business_professional|creative_events|hospitality_tourism,business_professional|creative_events|hospitality_tourism,Artistic|Social,0.1338,0.1596,0.1948,0.1878,0.1596,0.1643,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_727,health_care|hospitality_retail|hospitality_tourism,health_care|hospitality_retail|hospitality_tourism,Social|Enterprising,0.1831,0.1395,0.1453,0.2122,0.2035,0.1163,jobcannon,adult_online,0.85,People & Care
jc_0_846,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Artistic|Enterprising,0.126,0.1706,0.2178,0.1312,0.2047,0.1496,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_802,agri_tech_food|creative_events|cyber_digital,agri_tech_food|creative_events|cyber_digital,Investigative|Artistic,0.1605,0.2441,0.2007,0.1338,0.1438,0.1171,jobcannon,adult_online,0.85,Technical Specialist
jc_0_1380,aerospace_manufacturing|business_professional|hospitality_retail,aerospace_manufacturing|business_professional|hospitality_retail,Enterprising|Conventional,0.1083,0.1733,0.0469,0.1733,0.2816,0.2166,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1346,construction_green|hospitality_tourism|public_sector,construction_green|hospitality_tourism|public_sector,Realistic|Social,0.2069,0.1509,0.1078,0.1853,0.1853,0.1638,jobcannon,adult_online,0.85,Hands-on Maker
jc_0_1102,education_training|health_care,education_training|health_care,Social|Conventional,0.1637,0.1577,0.1637,0.1875,0.1488,0.1786,jobcannon,adult_online,0.85,People & Care
jc_0_660,aerospace_manufacturing|construction_green|health_care,aerospace_manufacturing|construction_green|health_care,Realistic|Enterprising,0.3099,0.1462,0.1462,0.117,0.1637,0.117,jobcannon,adult_online,0.85,Hands-on Maker
jc_0_974,business_professional,business_professional,Conventional|Investigative,0.1541,0.1613,0.1613,0.1613,0.1362,0.2258,jobcannon,adult_online,0.85,Technical Specialist
jc_0_312,creative_events|cyber_digital|hospitality_tourism,creative_events|cyber_digital|hospitality_tourism,Artistic|Investigative,0.0932,0.2795,0.3106,0.1863,0.1118,0.0186,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1091,education_training|health_care|public_sector,education_training|health_care|public_sector,Social|Investigative,0.1548,0.172,0.1474,0.1916,0.1671,0.1671,jobcannon,adult_online,0.85,People & Care
jc_0_109,aerospace_manufacturing|construction_green|creative_events,aerospace_manufacturing|construction_green|creative_events,Artistic|Conventional,0.1195,0.1792,0.2673,0.1509,0.0786,0.2044,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1313,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Artistic|Social,0.013,0.0866,0.3377,0.303,0.2468,0.013,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_100,aerospace_manufacturing|business_professional,aerospace_manufacturing|business_professional,Conventional|Enterprising,0.1128,0.1617,0.0376,0.1692,0.2368,0.282,jobcannon,adult_online,0.85,Technical Specialist
jc_0_808,business_professional|creative_events,business_professional|creative_events,Artistic|Enterprising,0.1348,0.1593,0.2279,0.1716,0.1838,0.1225,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1237,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Artistic|Enterprising,0.0786,0.1509,0.2138,0.1792,0.1887,0.1887,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_266,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Artistic|Social,0.1039,0.157,0.2053,0.2005,0.1812,0.1522,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1411,education_training|health_care,education_training|health_care,Social|Conventional,0.1671,0.1671,0.1234,0.2005,0.1671,0.1748,jobcannon,adult_online,0.85,People & Care
jc_0_296,business_professional|cyber_digital|hospitality_retail,business_professional|cyber_digital|hospitality_retail,Enterprising|Investigative,0.0281,0.2135,0.1966,0.0843,0.3652,0.1124,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_852,aerospace_manufacturing|business_professional,aerospace_manufacturing|business_professional,Conventional|Enterprising,0.15,0.16,0.15,0.1667,0.1833,0.19,jobcannon,adult_online,0.85,Technical Specialist
jc_0_899,business_professional|creative_events|cyber_digital,business_professional|creative_events|cyber_digital,Artistic|Investigative,0.0933,0.2073,0.285,0.1036,0.1813,0.1295,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_665,creative_events|cyber_digital,creative_events|cyber_digital,Investigative|Artistic,0.1212,0.2381,0.2294,0.1515,0.1299,0.1299,jobcannon,adult_online,0.85,Technical Specialist
jc_0_377,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Conventional|Realistic,0.181,0.1683,0.181,0.1587,0.1206,0.1905,jobcannon,adult_online,0.85,Technical Specialist
jc_0_695,creative_events|health_care|hospitality_retail,creative_events|health_care|hospitality_retail,Artistic|Social,0.1679,0.1309,0.1926,0.1802,0.1679,0.1605,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_560,aerospace_manufacturing|business_professional|cyber_digital,aerospace_manufacturing|business_professional|cyber_digital,Conventional|Enterprising,0.0625,0.1667,0.0833,0.1458,0.2375,0.3042,jobcannon,adult_online,0.85,Technical Specialist
jc_0_292,business_professional|hospitality_retail|hospitality_tourism,business_professional|hospitality_retail|hospitality_tourism,Enterprising|Social,0.0763,0.1145,0.1832,0.2023,0.2405,0.1832,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1340,business_professional|health_care|hospitality_retail,business_professional|health_care|hospitality_retail,Social|Enterprising,0.0886,0.1646,0.1519,0.2152,0.1899,0.1899,jobcannon,adult_online,0.85,People & Care
jc_0_432,aerospace_manufacturing|agri_tech_food|health_care,aerospace_manufacturing|agri_tech_food|health_care,Investigative|Social,0.1827,0.2425,0.1495,0.2093,0.1329,0.0831,jobcannon,adult_online,0.85,Technical Specialist
jc_0_355,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Enterprising|Artistic,0.1463,0.1677,0.1738,0.1616,0.1982,0.1524,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_170,construction_green|creative_events|cyber_digital,construction_green|creative_events|cyber_digital,Artistic|Investigative,0.142,0.2461,0.2618,0.0789,0.1041,0.1672,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_798,creative_events|cyber_digital,creative_events|cyber_digital,Artistic|Investigative,0.092,0.1994,0.2239,0.1687,0.1472,0.1687,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_838,creative_events|health_care|hospitality_retail,creative_events|health_care|hospitality_retail,Artistic|Social,0.161,0.1271,0.2754,0.2542,0.1271,0.0551,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_936,business_professional|education_training|health_care,business_professional|education_training|health_care,Social|Artistic,0.1473,0.1301,0.1712,0.2158,0.1712,0.1644,jobcannon,adult_online,0.85,People & Care
jc_0_140,aerospace_manufacturing|business_professional,aerospace_manufacturing|business_professional,Enterprising|Investigative,0.0809,0.2362,0.0421,0.1942,0.2524,0.1942,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1053,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Enterprising|Social,0.1299,0.1721,0.1721,0.1851,0.1948,0.1461,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_940,education_training|health_care|public_sector,education_training|health_care|public_sector,Social|Artistic,0.0265,0.177,0.2212,0.4425,0.1327,0.0,jobcannon,adult_online,0.85,People & Care
jc_0_620,creative_events|hospitality_retail|hospitality_tourism,creative_events|hospitality_retail|hospitality_tourism,Social|Enterprising,0.0541,0.0203,0.223,0.3243,0.2568,0.1216,jobcannon,adult_online,0.85,People & Care
jc_0_1265,education_training|health_care|public_sector,education_training|health_care|public_sector,Social|Artistic,0.1627,0.1627,0.1686,0.2012,0.1627,0.142,jobcannon,adult_online,0.85,People & Care
jc_0_1170,creative_events|cyber_digital,creative_events|cyber_digital,Artistic|Investigative,0.1735,0.1828,0.1866,0.1399,0.1679,0.1493,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_494,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Investigative|Realistic,0.1897,0.1966,0.1724,0.1552,0.131,0.1552,jobcannon,adult_online,0.85,Technical Specialist
jc_0_478,business_professional|creative_events,business_professional|creative_events,Conventional|Artistic,0.1004,0.1183,0.233,0.0717,0.2258,0.2509,jobcannon,adult_online,0.85,Technical Specialist
jc_0_1244,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Artistic|Social,0.1577,0.1577,0.1798,0.1735,0.1735,0.1577,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1439,creative_events|education_training|public_sector,creative_events|education_training|public_sector,Artistic|Social,0.0931,0.1619,0.2429,0.2146,0.0931,0.1943,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1379,aerospace_manufacturing|business_professional|hospitality_retail,aerospace_manufacturing|business_professional|hospitality_retail,Enterprising|Conventional,0.163,0.1495,0.1087,0.1495,0.2391,0.1902,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_745,business_professional|health_care|hospitality_retail,business_professional|health_care|hospitality_retail,Social|Enterprising,0.082,0.082,0.1967,0.2623,0.2131,0.1639,jobcannon,adult_online,0.85,People & Care
jc_0_10,creative_events|health_care|hospitality_retail,creative_events|health_care|hospitality_retail,Artistic|Social,0.1518,0.1518,0.212,0.1639,0.1566,0.1639,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_147,business_professional|hospitality_retail,business_professional|hospitality_retail,Social|Enterprising,0.1264,0.1552,0.1508,0.2106,0.1951,0.1619,jobcannon,adult_online,0.85,People & Care
jc_0_1417,aerospace_manufacturing|agri_tech_food|health_care,aerospace_manufacturing|agri_tech_food|health_care,Investigative|Artistic,0.1987,0.2208,0.205,0.1672,0.041,0.1672,jobcannon,adult_online,0.85,Technical Specialist
jc_0_282,creative_events|education_training|hospitality_retail,creative_events|education_training|hospitality_retail,Social|Artistic,0.1508,0.1323,0.1852,0.2196,0.1852,0.127,jobcannon,adult_online,0.85,People & Care
jc_0_298,health_care|public_sector,health_care|public_sector,Social|Realistic,0.1701,0.1701,0.1655,0.1814,0.1474,0.1655,jobcannon,adult_online,0.85,People & Care
jc_0_1205,creative_events|cyber_digital,creative_events|cyber_digital,Artistic|Conventional,0.1096,0.1661,0.2093,0.1495,0.1761,0.1894,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_291,business_professional|health_care|hospitality_tourism,business_professional|health_care|hospitality_tourism,Conventional|Artistic,0.0714,0.0893,0.2054,0.1339,0.2054,0.2946,jobcannon,adult_online,0.85,Technical Specialist
jc_0_678,aerospace_manufacturing|business_professional,aerospace_manufacturing|business_professional,Enterprising|Conventional,0.0932,0.1739,0.0311,0.0932,0.3106,0.2981,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1231,aerospace_manufacturing|construction_green|cyber_digital,aerospace_manufacturing|construction_green|cyber_digital,Realistic|Investigative,0.1685,0.1685,0.1685,0.1573,0.1685,0.1685,jobcannon,adult_online,0.85,Hands-on Maker
jc_0_1074,business_professional|hospitality_retail|hospitality_tourism,business_professional|hospitality_retail|hospitality_tourism,Social|Conventional,0.1011,0.1372,0.0722,0.2635,0.1733,0.2527,jobcannon,adult_online,0.85,People & Care
jc_0_1232,aerospace_manufacturing|construction_green|cyber_digital,aerospace_manufacturing|construction_green|cyber_digital,Realistic|Investigative,0.1685,0.1685,0.1685,0.1573,0.1685,0.1685,jobcannon,adult_online,0.85,Hands-on Maker
jc_0_1449,business_professional|creative_events|cyber_digital,business_professional|creative_events|cyber_digital,Artistic|Social,0.0147,0.1863,0.3431,0.1961,0.1716,0.0882,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_129,business_professional|cyber_digital,business_professional|cyber_digital,Enterprising|Investigative,0.1547,0.3039,0.0718,0.0,0.3315,0.1381,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_554,business_professional|cyber_digital,business_professional|cyber_digital,Investigative|Artistic,0.1224,0.3265,0.2381,0.0544,0.034,0.2245,jobcannon,adult_online,0.85,Technical Specialist
jc_0_331,education_training|health_care|hospitality_retail,education_training|health_care|hospitality_retail,Artistic|Social,0.14,0.14,0.2334,0.2162,0.1229,0.1474,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_323,business_professional|creative_events|cyber_digital,business_professional|creative_events|cyber_digital,Artistic|Conventional,0.1301,0.1532,0.1965,0.159,0.1647,0.1965,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_724,business_professional|hospitality_retail|hospitality_tourism,business_professional|hospitality_retail|hospitality_tourism,Enterprising|Social,0.1728,0.0309,0.1728,0.216,0.2654,0.142,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_135,business_professional|education_training|public_sector,business_professional|education_training|public_sector,Conventional|Artistic,0.1099,0.1832,0.2198,0.1832,0.0733,0.2308,jobcannon,adult_online,0.85,Technical Specialist
jc_0_464,business_professional|hospitality_retail,business_professional|hospitality_retail,Social|Enterprising,0.1399,0.1329,0.1503,0.2273,0.2098,0.1399,jobcannon,adult_online,0.85,People & Care
jc_0_471,education_training|health_care|public_sector,education_training|health_care|public_sector,Social|Artistic,0.1014,0.0906,0.2283,0.308,0.1268,0.1449,jobcannon,adult_online,0.85,People & Care
jc_0_1328,business_professional|education_training|public_sector,business_professional|education_training|public_sector,Social|Artistic,0.0112,0.0936,0.2921,0.2996,0.161,0.1423,jobcannon,adult_online,0.85,People & Care
jc_0_435,business_professional|hospitality_retail|hospitality_tourism,business_professional|hospitality_retail|hospitality_tourism,Enterprising|Conventional,0.1785,0.0787,0.1575,0.1837,0.2047,0.1969,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1206,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Social|Enterprising,0.1042,0.1562,0.1736,0.2188,0.2083,0.1389,jobcannon,adult_online,0.85,People & Care
jc_0_1006,business_professional|hospitality_retail|hospitality_tourism,business_professional|hospitality_retail|hospitality_tourism,Enterprising|Social,0.1,0.0667,0.1667,0.2333,0.2667,0.1667,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_594,health_care|public_sector,health_care|public_sector,Investigative|Social,0.1735,0.242,0.0913,0.242,0.1826,0.0685,jobcannon,adult_online,0.85,Technical Specialist
jc_0_669,business_professional|creative_events,business_professional|creative_events,Artistic|Social,0.044,0.1374,0.3022,0.2088,0.1538,0.1538,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_158,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Artistic|Social,0.1596,0.1506,0.25,0.2199,0.1958,0.0241,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_964,construction_green|education_training|public_sector,construction_green|education_training|public_sector,Realistic|Social,0.2083,0.1629,0.125,0.2083,0.1818,0.1136,jobcannon,adult_online,0.85,Hands-on Maker
jc_0_1255,business_professional|creative_events|cyber_digital,business_professional|creative_events|cyber_digital,Artistic|Investigative,0.1504,0.183,0.2005,0.1253,0.1704,0.1704,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_966,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Enterprising|Social,0.1366,0.1639,0.1721,0.1776,0.1995,0.1503,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_894,agri_tech_food|business_professional|cyber_digital,agri_tech_food|business_professional|cyber_digital,Investigative|Artistic,0.1345,0.2323,0.1663,0.1663,0.1663,0.1345,jobcannon,adult_online,0.85,Technical Specialist
jc_0_762,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Investigative,0.2523,0.2371,0.0851,0.1064,0.1064,0.2128,jobcannon,adult_online,0.85,Hands-on Maker
jc_0_1258,business_professional|hospitality_retail|hospitality_tourism,business_professional|hospitality_retail|hospitality_tourism,Artistic|Social,0.1661,0.1488,0.173,0.173,0.173,0.1661,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_712,education_training|health_care|public_sector,education_training|health_care|public_sector,Social|Artistic,0.0758,0.0758,0.25,0.3636,0.0985,0.1364,jobcannon,adult_online,0.85,People & Care
jc_0_796,aerospace_manufacturing|business_professional,aerospace_manufacturing|business_professional,Conventional|Enterprising,0.15,0.1333,0.1333,0.1167,0.2167,0.25,jobcannon,adult_online,0.85,Technical Specialist
jc_0_817,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Enterprising|Investigative,0.118,0.1863,0.1646,0.1646,0.2112,0.1553,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_998,business_professional|creative_events|cyber_digital,business_professional|creative_events|cyber_digital,Investigative|Artistic,0.1481,0.2407,0.1852,0.1111,0.1852,0.1296,jobcannon,adult_online,0.85,Technical Specialist
jc_0_1009,aerospace_manufacturing|construction_green|cyber_digital,aerospace_manufacturing|construction_green|cyber_digital,Investigative|Conventional,0.2152,0.2242,0.0897,0.0673,0.1794,0.2242,jobcannon,adult_online,0.85,Technical Specialist
jc_0_1203,education_training|health_care|public_sector,education_training|health_care|public_sector,Social|Artistic,0.1475,0.171,0.1827,0.1991,0.171,0.1288,jobcannon,adult_online,0.85,People & Care
jc_0_937,agri_tech_food|education_training|health_care,agri_tech_food|education_training|health_care,Investigative|Artistic,0.1799,0.2266,0.1978,0.1978,0.1079,0.0899,jobcannon,adult_online,0.85,Technical Specialist
jc_0_438,business_professional|cyber_digital,business_professional|cyber_digital,Conventional|Investigative,0.1395,0.2636,0.0853,0.1202,0.1047,0.2868,jobcannon,adult_online,0.85,Technical Specialist
jc_0_1447,creative_events|cyber_digital,creative_events|cyber_digital,Artistic|Investigative,0.1236,0.1985,0.3109,0.1124,0.1423,0.1124,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_96,creative_events|health_care|hospitality_tourism,creative_events|health_care|hospitality_tourism,Artistic|Social,0.0773,0.0635,0.2486,0.2155,0.2017,0.1934,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1178,business_professional|education_training|public_sector,business_professional|education_training|public_sector,Investigative|Social,0.1319,0.2269,0.1319,0.2083,0.1389,0.162,jobcannon,adult_online,0.85,Technical Specialist
jc_0_1352,health_care|public_sector,health_care|public_sector,Social|Investigative,0.1651,0.1722,0.1651,0.1769,0.1604,0.1604,jobcannon,adult_online,0.85,People & Care
jc_0_1001,creative_events|cyber_digital,creative_events|cyber_digital,Investigative|Artistic,0.0183,0.3963,0.2317,0.1098,0.2134,0.0305,jobcannon,adult_online,0.85,Technical Specialist
jc_0_581,business_professional|health_care|hospitality_retail,business_professional|health_care|hospitality_retail,Social|Enterprising,0.1314,0.0,0.0219,0.4015,0.2409,0.2044,jobcannon,adult_online,0.85,People & Care
jc_0_156,business_professional|hospitality_tourism|public_sector,business_professional|hospitality_tourism|public_sector,Conventional|Social,0.0699,0.1154,0.1573,0.2448,0.1399,0.2727,jobcannon,adult_online,0.85,Technical Specialist
jc_0_780,aerospace_manufacturing|business_professional,aerospace_manufacturing|business_professional,Conventional|Enterprising,0.15,0.1333,0.1333,0.1167,0.2167,0.25,jobcannon,adult_online,0.85,Technical Specialist
jc_0_447,business_professional|hospitality_retail,business_professional|hospitality_retail,Enterprising|Conventional,0.1546,0.0412,0.1031,0.0928,0.3608,0.2474,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_619,education_training|health_care|hospitality_tourism,education_training|health_care|hospitality_tourism,Social|Artistic,0.0,0.0,0.2778,0.4444,0.0,0.2778,jobcannon,adult_online,0.85,People & Care
jc_0_859,business_professional|construction_green|hospitality_retail,business_professional|construction_green|hospitality_retail,Enterprising|Investigative,0.1092,0.2101,0.1092,0.2101,0.3613,0.0,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1024,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Social|Artistic,0.0933,0.1493,0.2724,0.2799,0.1493,0.056,jobcannon,adult_online,0.85,People & Care
jc_0_599,creative_events|hospitality_retail|hospitality_tourism,creative_events|hospitality_retail|hospitality_tourism,Artistic|Social,0.1542,0.1542,0.2262,0.1799,0.1748,0.1105,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_845,aerospace_manufacturing|business_professional|hospitality_retail,aerospace_manufacturing|business_professional|hospitality_retail,Conventional|Realistic,0.1978,0.122,0.1436,0.1301,0.1897,0.2168,jobcannon,adult_online,0.85,Technical Specialist
jc_0_1252,education_training|health_care|hospitality_retail,education_training|health_care|hospitality_retail,Artistic|Social,0.1765,0.1821,0.2045,0.1905,0.1261,0.1204,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_482,creative_events|hospitality_retail,creative_events|hospitality_retail,Artistic|Enterprising,0.1815,0.0892,0.2484,0.121,0.2166,0.1433,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1098,agri_tech_food|business_professional|cyber_digital,agri_tech_food|business_professional|cyber_digital,Investigative|Social,0.1364,0.2273,0.1364,0.1818,0.1591,0.1591,jobcannon,adult_online,0.85,Technical Specialist
jc_0_843,creative_events|health_care|hospitality_retail,creative_events|health_care|hospitality_retail,Artistic|Realistic,0.2103,0.1308,0.2243,0.2103,0.1075,0.1168,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_614,aerospace_manufacturing|construction_green|health_care,aerospace_manufacturing|construction_green|health_care,Conventional|Artistic,0.1753,0.1546,0.1804,0.1469,0.1546,0.1881,jobcannon,adult_online,0.85,Technical Specialist
jc_0_1319,aerospace_manufacturing|business_professional|hospitality_retail,aerospace_manufacturing|business_professional|hospitality_retail,Enterprising|Conventional,0.1661,0.1218,0.0664,0.1661,0.2399,0.2399,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_308,creative_events|education_training|health_care,creative_events|education_training|health_care,Artistic|Social,0.1748,0.092,0.2853,0.2546,0.0859,0.1074,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1288,health_care|public_sector,health_care|public_sector,Social|Realistic,0.1796,0.174,0.1188,0.2072,0.1464,0.174,jobcannon,adult_online,0.85,People & Care
jc_0_605,aerospace_manufacturing|business_professional|cyber_digital,aerospace_manufacturing|business_professional|cyber_digital,Investigative|Conventional,0.1584,0.198,0.1584,0.1485,0.1485,0.1881,jobcannon,adult_online,0.85,Technical Specialist
jc_0_1199,agri_tech_food|cyber_digital|health_care,agri_tech_food|cyber_digital|health_care,Investigative|Social,0.1559,0.2104,0.1559,0.1733,0.1485,0.1559,jobcannon,adult_online,0.85,Technical Specialist
jc_0_963,business_professional|creative_events|public_sector,business_professional|creative_events|public_sector,Social|Enterprising,0.0779,0.1184,0.1869,0.2741,0.2181,0.1246,jobcannon,adult_online,0.85,People & Care
jc_0_1195,agri_tech_food|cyber_digital|health_care,agri_tech_food|cyber_digital|health_care,Investigative|Social,0.1592,0.2252,0.1201,0.1802,0.1652,0.1502,jobcannon,adult_online,0.85,Technical Specialist
jc_0_764,business_professional|creative_events|education_training,business_professional|creative_events|education_training,Social|Enterprising,0.0,0.1127,0.1831,0.4225,0.2817,0.0,jobcannon,adult_online,0.85,People & Care
jc_0_352,aerospace_manufacturing|business_professional|hospitality_retail,aerospace_manufacturing|business_professional|hospitality_retail,Enterprising|Investigative,0.0763,0.2119,0.1483,0.2119,0.2331,0.1186,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_752,aerospace_manufacturing|construction_green|health_care,aerospace_manufacturing|construction_green|health_care,Realistic|Investigative,0.2632,0.2632,0.0,0.2105,0.0,0.2632,jobcannon,adult_online,0.85,Hands-on Maker
jc_0_287,business_professional|health_care|hospitality_retail,business_professional|health_care|hospitality_retail,Enterprising|Conventional,0.1532,0.1478,0.1532,0.1532,0.2097,0.1828,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1204,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Investigative,0.2049,0.1858,0.1557,0.1503,0.1311,0.1721,jobcannon,adult_online,0.85,Hands-on Maker
jc_0_294,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Artistic|Enterprising,0.1073,0.1916,0.2107,0.1916,0.2031,0.0958,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_327,education_training|health_care|public_sector,education_training|health_care|public_sector,Social|Enterprising,0.0288,0.0,0.0769,0.6058,0.2885,0.0,jobcannon,adult_online,0.85,People & Care
jc_0_522,creative_events,creative_events,Artistic|Investigative,0.1454,0.1674,0.2643,0.1674,0.1322,0.1233,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_826,creative_events|education_training|health_care,creative_events|education_training|health_care,Artistic|Investigative,0.157,0.1653,0.2424,0.157,0.146,0.1322,jobcannon,adult_online,0.85,Creative / Commercial
jc_0_1235,business_professional|cyber_digital,business_professional|cyber_digital,Investigative|Conventional,0.1524,0.1905,0.1587,0.1587,0.1587,0.181,jobcannon,adult_online,0.85,Technical Specialist
jc_0_236,aerospace_manufacturing|business_professional|construction_green,aerospace_manufacturing|business_professional|construction_green,Realistic|Enterprising,0.2523,0.1376,0.1147,0.1147,0.1972,0.1835,jobcannon,adult_online,0.85,Hands-on Maker
jc_0_88,health_care|hospitality_tourism|public_sector,health_care|hospitality_tourism|public_sector,Conventional|Social,0.0959,0.1473,0.1473,0.2226,0.1473,0.2397,jobcannon,adult_online,0.85,Technical Specialist
